AED設置場所名称,よみ,住所,経度,緯度,利用開始時間,利用終了時間,設置位置,注意事項,URL,備考
小倉小学校,おぐらしょうがっこう,宇治市小倉町西畑１−４,135.7826429,34.8877983,,,職員室前,,,
菟道第二小学校,とどうだいにしょうがっこう,宇治市宇治琵琶６３−３,135.7985016,34.88202256,,,職員室前,,,
岡屋小学校,おかやしょうがっこう,宇治市五ケ庄寺界道３７−３,135.7954426,34.9169671,,,職員室前,,,
伊勢田小学校,いせだしょうがっこう,宇治市伊勢田町井尻３,135.772777,34.884298,,,職員室前,,,
槇島小学校,まきしましょうがっこう,宇治市槙島町吹前３５,135.7908522,34.90315782,,,保健室内,,,
南部小学校,なんぶしょうがっこう,宇治市五ケ庄戸ノ内１５−１,135.7989022,34.90623709,,,職員室内,,,
神明小学校,しんめいしょうがっこう,宇治市神明石塚３２,135.7899391,34.88244845,,,職員室前,,,
大開小学校,おおびらきしょうがっこう,宇治市広野町大開３５,135.7927424,34.87404245,,,職員室前,,,
三室戸小学校,みむろどしょうがっこう,宇治市菟道岡谷１６−２,135.8193776,34.89722237,,,職員室前,,,
木幡小学校,こはたしょうがっこう,宇治市木幡赤塚４,135.8019332,34.93056257,,,職員室前,,,
北槇島小学校,きたまきしましょうがっこう,宇治市槙島町本屋敷４０,135.7805234,34.91466617,,,職員室前,,,
西小倉小学校,にしおぐらしょうがっこう,宇治市伊勢田町遊田６９,135.7723128,34.89213593,,,職員室前,,,
菟道小学校,とどうしょうがっこう,宇治市宇治塔川１０２,135.8088789,34.88636962,,,職員室前,,,
北小倉小学校,きたおぐらしょうがっこう,宇治市小倉町堀池７２,135.7756264,34.89854129,,,職員室前,,,
西大久保小学校,にしおおくぼしょうがっこう,宇治市大久保町旦椋２５,135.7664854,34.87183399,,,職員室前,,,
南小倉小学校,みなみおぐらしょうがっこう,宇治市小倉町南浦４０−１,135.7747549,34.88934334,,,職員室前,,,
平盛小学校,ひらもりしょうがっこう,宇治市大久保町平盛９１−３,135.763889,34.86994107,,,職員室内,,,
笠取第二小学校,かさとりだいにしょうがっこう,宇治市炭山直谷３１,135.8418749,34.91657104,,,職員室前,,,
笠取小学校,かさとりしょうがっこう,宇治市西笠取石原２２,135.8545712,34.93734229,,,職員室前,,,
木幡中学校,こはたちゅうがっこう,宇治市木幡内畑３４,135.7945701,34.92403695,,,職員室前,,,
東宇治中学校,ひがしうじちゅうがっこう,宇治市五ケ庄池ノ浦３６−１,135.8010213,34.91156592,,,職員室前,,,
北宇治中学校,きたうじちゅうがっこう,宇治市槇島町島前３３,135.7875532,34.90008542,,,２階職員室,,,
広野中学校,ひろのちゅうがっこう,宇治市広野町尖山３,135.7942327,34.87278208,,,玄関内側,,,
宇治中学校,うじちゅうがっこう,宇治市宇治矢落６４−１,135.7958645,34.88742818,,,職員室前,,,
西宇治中学校,にしうじちゅうがっこう,宇治市伊勢田町南山２１−１,135.7751315,34.8802656,,,職員室内,,,
槇島中学校,まきしまちゅうがっこう,宇治市槙島町本屋敷３５−１,135.7815331,34.91571957,,,職員室前,,,
南宇治中学校,みなみうじちゅうがっこう,宇治市大久保町平盛３１−５,135.7665693,34.86993065,,,職員室内,,,
西小倉中学校,にしおぐらちゅうがっこう,宇治市伊勢田町遊田７−１,135.7722649,34.8877583,,,職員室前,,,
宮津市役所,みやずしやくしょ,宮津市字柳縄手３４５−１,135.1956473,35.53561523,,,１階市民窓口係カウンター,,,
宮津与謝消防署,みやずよざしょうぼうしょ,宮津市字須津４１３−２６,135.1499332,35.55282031,,,３階事務所,,,
宮津与謝消防署宮津分署,みやずよざしょうぼうしょみやずぶんしょ,宮津市魚屋９１３,135.1957843,35.53637221,,,１階受付,,,
保健センター,ほけんせんたー,宮津市字鶴賀２１０９−２,135.1977435,35.53386739,,,１階玄関,,,
杉末会館,すぎすえかいかん,宮津市字万年１１００,135.187115,35.54554422,,,１階事務所内,,,
宮津市立図書館,みやずしりつとしょかん,宮津市字鶴賀２１６４,135.1978054,35.53835146,,,１階事務所内,,,
宮津運動公園,みやずうんどうこうえん,宮津市字上司２９７,135.2247435,35.54960488,,,球場事務所前,,,
宮津市民体育館,みやずしみんたいいくかん,宮津市字浜町３０００,135.1926461,35.53949619,,,１階玄関ロビー,,,
宮津市福祉センター,みやずふくしせんたー,宮津市字鶴賀２０８５,135.1969053,35.53493218,,,１階事務室横（玄関）,,,
宮津市立由良小学校,みやずしりつゆらしょうがっこう,宮津市字由良１２７６,135.280481,35.51748777,,,１階玄関,,,
宮津市立上宮津小学校,みやずしりつかみみやずしょうがっこう,宮津市字小田２３５,135.1809078,35.50763489,,,１階職員玄関,,,
宮津市立宮津小学校,みやずしりつみやずしょうがっこう,宮津市字外側２５０８,135.1963543,35.53372825,,,１階玄関,,,
宮津市立吉津小学校,みやずしりつよしずしょうがっこう,宮津市字須津１６００,135.1563822,35.55155233,,,体育館（社会人出入口）,,,
宮津市立府中小学校,みやずしりつふちゅうしょうがっこう,宮津市字中野４６８,135.1933063,35.58245387,,,１階職員玄関,,,
宮津市立宮津中学校,みやずしりつみやずちゅうがっこう,宮津市字万年２２０,135.1870933,35.53605822,,,１階玄関,,,
宮津市立栗田中学校,みやずしりつあわたちゅうがっこう,宮津市字上司１５２５,135.2353793,35.54966288,,,１階玄関,,,
宮津市立日置中学校,みやずしりつひおきちゅうがっこう,宮津市字日置１２３０,135.220187,35.60526892,,,１階玄関,,,
宮津市立養老中学校,みやずしりつようろうちゅうがっこう,宮津市字岩ヶ鼻２３,135.2611884,35.66035364,,,１階玄関,,,
亀岡市役所庁舎,かめおかしやくしょ,亀岡市安町野々神８,135.5737523,35.01378016,,,１階エントランス市民ホール前,,,
亀岡市上下水道部庁舎,かめおかしじょうげすいどうぶちょうしゃ,亀岡市北古世町１−２−５,135.5839864,35.01265819,,,２階階段付近通路壁面,,,
亀岡消防署,かめおかしょうぼうしょ,亀岡市荒塚町１−９−１,135.5742865,35.01121593,,,２階事務所,,,
亀岡会館,かめおかかいかん,亀岡市内丸町１−１８,135.5789033,35.01420118,,,会館事務所室内,,,
ガレリアかめおか,がれりあかめおか,亀岡市余部町宝久保１−１,135.5666785,35.01454326,,,１階ロビーギャラリー中央入口,,,
ふれあいプラザ,ふれあいぷらざ,亀岡市余部町樋又６１−１,135.5651358,35.01475508,,,事務室,,,
亀岡市立図書館中央館,かめおかしりつとしょかんちゅうおうかん,亀岡市内丸町２６,135.5783511,35.01378405,,,１階カウンター横,,,
亀岡運動公園,かめおかうんどこうえん,亀岡市曽我部町穴太土渕３３−１,135.5513445,35.01429824,,,体育館事務室入口前,,,
亀岡運動公園,かめおかうんどこうえん,亀岡市曽我部町穴太土渕３３−１,135.5501082,35.01152842,,,競技場事務室内,,,
亀岡運動公園,かめおかうんどこうえん,亀岡市吉川町吉田上河原３４,135.5475918,35.01525464,,,プール管理棟事務室内,,,
さくら公園,さくらこうえん,亀岡市千歳町国分後田１−１,135.5819959,35.04525512,,,体育館事務室内,,,
亀岡市保健センター,かめおかほけんせんたー,亀岡市安町釜ヶ前８２,135.5736423,35.01465915,,,１階事務室内,,,
亀岡市総合福祉センター,かめおかそうごうふくしせんたー,亀岡市内丸町４５−１,135.5785354,35.01423813,,,１階エントランス,,,
亀岡地区自治会連合会,かめおかちくじちかいれんごうかい,亀岡市安町釜ヶ前９−４,135.5739673,35.01301314,,,１階ロビー,,,
東別院町自治会,ひがしべついんじちかい,亀岡市東別院町南掛藤ヶ瀬３−１,135.553501,34.94128128,,,１階事務所,,,
西別院町自治会,にしべついんじちかい,亀岡市西別院町柚原佃１７,135.5102789,34.95202072,,,１階事務所,,,
曽我部町自治会,そかべちょうじちかい,亀岡市曽我部町南条北荒水代４−１,135.549247,34.99860852,,,１階会議室,,,
吉川町自治会,よしかわちょうじちかい,亀岡市吉川町吉田沢６３,135.5466781,35.0162908,,,１階事務所,,,
ひえ田野町自治会,ひえだのちょうじちかい,亀岡市ひえ田野町佐伯西ノ辻９−１,135.5362513,35.01689577,,,１階事務所,,,
本梅町自治会,ほんめちょうじちかい,亀岡市本梅町井手梅原３,135.4864192,35.01328031,,,１階事務所,,,
畑野町自治会,はたのちょうじちかい,亀岡市畑野町千ヶ畑西山５−１,135.4317211,35.01449482,,,１階玄関,,,
東本梅町自治会,ひがしほんめじちかい,亀岡市東本梅町赤熊蟻間野３５−１,135.4719179,35.04927037,,,玄関ホール奥　備品棚,,,
大井町自治会（メディアス亀岡）,おおいちょうじちかい（めでぃあすかめおか）,亀岡市大井町土田２−１１−２０ １１０号,135.554401,35.03266576,,,自治会事務所内,,,
千代川町自治会,ちよかわちょうじちかい,亀岡市千代川町北ノ庄国主ヶ森１９,135.5439492,35.04744032,,,１階事務所前受付カウンター,,,
馬路町自治会,うまじちょうじちかい,亀岡市馬路町流川２−１,135.5623762,35.05455298,,,自治会事務所内,,,
旭町自治会,あさひちょうじちかい,亀岡市旭町年角２５,135.5638179,35.07770483,,,１階会議室,,,
千歳町自治会,ちとせちょうじちかい,亀岡市千歳町千歳垣根２−３,135.5795849,35.05218044,,,自治会事務所内,,,
河原林町自治会,かわらばやしちょうじちかい,亀岡市河原林町河原尻上六反田９−１,135.5698782,35.04299987,,,１階倉庫,,,
保津町自治会,ほずちょうじちかい,亀岡市保津町溝ノ内５３,135.5896971,35.02341594,,,１階廊下,,,
篠町自治会,しのちょうじちかい,亀岡市篠町篠中北裏６８,135.6054171,35.00431196,,,１階事務所,,,
南つつじヶ丘自治会,みなみつつじがおかじちかい,亀岡市南つつじヶ丘大葉台２−４３−３,135.5890266,34.99129927,,,自治会事務所内,,,
亀岡地区東部自治会,かめおかちくとうぶじちかい,亀岡市古世町２−１−２０,135.5854341,35.00751488,,,自治会事務所玄関,,,
亀岡地区中部自治会,かめおかちくちゅうぶじちかい,亀岡市内丸町２５−２３,135.5779993,35.01247661,,,自治会事務所通路,,,
東つつじヶ丘自治会,ひがしつつじがおかじちかい,亀岡市東つつじヶ丘都台２−４,135.5963851,34.99871706,,,自治会事務所内,,,
西つつじヶ丘自治会,にしつつじがおかじちかい,亀岡市西つつじヶ丘大山台１−１２−１３,135.5879984,35.00094057,,,自治会事務所内,,,
亀岡幼稚園,かめおかようちえん,亀岡市下矢田町１−１−１,135.5727835,35.00927088,,,玄関,,,
第２亀岡幼稚園,だいにかめおかようちえん,亀岡市大井町並河検見ヶ上１３,135.5627389,35.02422633,,,玄関,,,
市立本梅保育所,しりつほんめほいくしょ,亀岡市本梅町井手早田垣内１３−２,135.4863383,35.01497327,,,職員室内,,,
市立東本梅保育所,しりつひがしほんめほいくしょ,亀岡市東本梅町東大谷生子田６９,135.4679101,35.05277997,,,職員室内,,,
市立川東保育所,しりつかわひがしほいくしょ,亀岡市馬路町流川３０−１,135.5622363,35.05501402,,,職員室内,,,
市立中部保育所,しりつちゅうぶほいくしょ,亀岡市曽我部町穴太河原口３４−１,135.5472,35.01180094,,,職員室内,,,
市立東部保育所,しりつとうぶほいくしょ,亀岡市篠町野条下川１,135.598648,35.00614399,,,職員室内,,,
市立第六保育所,しりつだいろくほいくしょ,亀岡市北河原町１−１−１,135.5711098,35.01977612,,,職員室内,,,
市立別院保育所,しりつべついんほいくしょ,亀岡市東別院町南掛正之垣内１０,135.5449501,34.94097109,,,職員室内,,,
市立保津保育所,しりつほずほいくしょ,亀岡市保津町五番６０−２,135.5933786,35.02490349,,,職員室内,,,
亀岡小学校,かめおかしょうがっこう,亀岡市内丸町１５,135.5792845,35.01144889,,,体育館入口,,,
安詳小学校,あんしょうしょうがっこう,亀岡市篠町篠中北裏６８,135.6059514,35.00505488,,,１階玄関正面,,,
東別院小学校,ひがしべついんしょうがっこう,亀岡市東別院町東掛岩脇９,135.5507425,34.9451204,,,１階保健室前,,,
西別院小学校,にしべついんしょうがっこう,亀岡市西別院町柚原佃２４,135.5095588,34.95227789,,,児童昇降口,,,
曽我部小学校,そかべしょうがっこう,亀岡市曽我部町南条中荒水代１,135.548585,34.99813153,,,１階職員室前廊下,,,
吉川小学校,よしかわしょうがっこう,亀岡市吉川町穴川平田１７,135.557079,35.01688801,,,１階職員室前廊下,,,
ひえ田野小学校,ひえだのしょうがっこう,亀岡市ひえ田野町佐伯源ノ坊１８,135.5330391,35.01857991,,,１階保健室前廊下,,,
本梅小学校,ほんめしょうがっこう,亀岡市本梅町井手早田垣内２３,135.4861712,35.01440933,,,玄関昇降口,,,
畑野小学校,はたのしょうがっこう,亀岡市畑野町千ヶ畑西山５,135.4308751,35.01495186,,,１階保健室前,,,
青野小学校,あおのしょうがっこう,亀岡市宮前町宮川青野２９,135.4849487,35.04625982,,,体育館スロープ入口,,,
大井小学校,おおいしょうがっこう,亀岡市大井町並河１−３−１,135.5566811,35.03128857,,,本館玄関階段踊り場,,,
千代川小学校,ちよかわしょうがっこう,亀岡市千代川町北ノ庄国主ヶ森２１,135.5434627,35.04807915,,,１階職員室後方入口右側,,,
川東小学校,かわひがししょうがっこう,亀岡市馬路町野堀１−７,135.5648424,35.05964282,,,１階校長室前,,,
保津小学校,ほずしょうがっこう,亀岡市保津町構ノ内２０,135.5903457,35.02411749,,,１階職員室横,,,
つつじヶ丘小学校,つつじがおかしょうがっこう,亀岡市西つつじヶ丘霧島台１−１,135.5885415,34.99980675,,,１階児童昇降口横,,,
城西小学校,じょうせいしょうがっこう,亀岡市余部町前川原４６,135.5720498,35.01571213,,,玄関昇降口横,,,
詳徳小学校,しょうとくしょうがっこう,亀岡市篠町柏原田中３−１,135.5943431,35.00719296,,,保健室前廊下,,,
南つつじヶ丘小学校,みなみつつじがおかしょうがっこう,亀岡市南つつじヶ丘大葉台２−２８−１,135.5901976,34.99282229,,,体育館入口,,,
亀岡中学校,かめおかちゅうがっこう,亀岡市内丸町１３,135.5804082,35.01165949,,,１階職員室前踊り場職員玄関横,,,
別院中学校,べついんちゅうがっこう,亀岡市東別院町南掛一ノ坪１,135.5324294,34.94623475,,,１階職員室,,,
南桑中学校,なんそうちゅうがっこう,亀岡市ひえ田野町太田丸橋１,135.5472824,35.02253801,,,職員室前,,,
育親中学校,いくしんちゅうがっこう,亀岡市本梅町中野和田山１−２,135.4869122,35.02860448,,,職員室横廊下,,,
高田中学校,たかだちゅうがっこう,亀岡市馬路町溝ノ上１４−４,135.5652353,35.05870004,,,体育館入口玄関,,,
東輝中学校,とうきちゅうがっこう,亀岡市篠町広田３−２８−１,135.5937428,34.9946018,,,１階職員玄関,,,
大成中学校,たいせいちゅうがっこう,亀岡市大井町土田１−５−７,135.5508752,35.03837513,,,１階生徒昇降口横,,,
詳徳中学校,しょうとくちゅうがっこう,亀岡市篠町柏原中又７,135.5955256,35.00664124,,,２階職員室,,,
城陽市役所,じょうようしやくしょ,城陽市寺田東ノ口１６、１７,135.7800593,34.85299198,,,本庁舎１階福祉課横,,,
消防本部,しょうぼうほんぶ,城陽市富野久保田１−１,135.7797792,34.84647331,,,１階指令室内,,,
消防本部,しょうぼうほんぶ,城陽市富野久保田１−１,135.7797792,34.84647331,,,２階事務所内,,,
久津川消防分署,くつかわしょうぼうぶんしょ,城陽市平川横道29−1,135.777084,34.86309328,,,２階事務所内,,,
青谷消防分署,あおだにしょうぼうぶんしょ,城陽市中樋ノ上71−16,135.8034012,34.82954583,,,１階事務所内,,,
文化パルク城陽,ぶんかぱるく じょうよう,城陽市寺田今堀１,135.7733623,34.84913292,,,1階事務室前,,,
東部コミュ二ティセンター,とうぶこみゅにてぃーせんたー,城陽市寺田正道１５２,135.7805162,34.8584371,,,１階事務室前,,,
北部コミュ二ティセンター,ほくぶこみゅにてぃーせんたー,城陽市平川広田６７,135.7629953,34.86294232,,,１階事務室前,,,
南部コミュ二ティセンター,なんぶこみゅにてぃーせんたー,城陽市富野東田部７０−１,135.7812584,34.84161377,,,１階事務室前,,,
今池コミュ二ティセンター,いまいけこみゅにてぃーせんたー,城陽市枇杷庄知原１５−１,135.7691102,34.83911491,,,１階事務室前,,,
青谷コミュ二ティセンター,あおだにこみゅにてぃーせんたー,城陽市市辺五島７−１,135.8000941,34.82832585,,,１階事務室前,,,
城陽市総合運動公園,じょうよううんどうこうえん,城陽市寺田奥山１,135.8018305,34.85539627,,,市民体育館1階事務室内,,,
プラムイン城陽,ぷらむいんじょうよう,城陽市寺田大川原２４−４,135.7975275,34.85620422,,,１階売店前,,,
アイリスイン城陽,あいりすいんじょうよう,城陽市寺田大川原２６−８,135.7998058,34.85597478,,,１階ロビー,,,
城陽市男女共同参画支援センター（ぱれっとＪＯＹO）,じょうようだんじょきょうどうさんかくしえんせんたー（ぱれっとJOYO）,城陽市寺田林ノ口１１−１１４,135.7825892,34.85542515,,,1階事務室前,,,
保健センター,ほけんせんたー,城陽市富野久保田１−１,135.7798853,34.84615699,,,１階エレベーター前,,,
城陽市福祉センター,じょうようしふくしせんたー,城陽市寺田東ノ口１７,135.7794237,34.85289436,,,１階事務室前,,,
老人福祉センター　陽寿苑,ろうじんふくしせんたー　ようじゅえん,城陽市奈島川原口２０,135.7921262,34.82683684,,,１階事務室横,,,
老人福祉センター　陽幸苑,ろうじんふくしせんたー　ようこうえん,城陽市寺田乾出北５５,135.7687733,34.85596598,,,２階事務室横,,,
老人福祉センター　陽和苑,ろうじんふくしせんたー　ようわえん,城陽市平川大将軍２,135.7708206,34.86572427,,,１階事務室横,,,
老人福祉センター　陽東苑,ろうじんふくしせんたー　ようとうえん,城陽市久世芝ケ原１３１,135.783271,34.86090563,,,１階事務室横,,,
古川小学校,ふるかわしょうがっこう,城陽市上津屋境端５７,135.7591378,34.86425462,,,管理棟２階職員室前,,,
深谷小学校,ふかたにしょうがっこう,城陽市寺田深谷１１１−２,135.7897917,34.85820043,,,管理棟１階職員室前廊下,,,
寺田小学校,てらだしょうがっこう,城陽市寺田北山田２,135.7801961,34.85628916,,,管理棟１階職員室前廊下,,,
寺田南小学校,てらだみなみしょうがっこう,城陽市寺田新池２３−１,135.7819762,34.84881998,,,北棟１階職員室前廊下,,,
寺田西小学校,てらだにししょうがっこう,城陽市寺田西ノ口６５,135.7653768,34.85525117,,,管理棟２階職員室前廊下,,,
富野小学校,とのしょうがっこう,城陽市富野堀口１,135.7879807,34.83848053,,,管理棟２階職員室前廊下,,,
今池小学校,いまいけしょうがっこう,城陽市寺田大畔１７７−１,135.7713465,34.84516086,,,管理棟２階職員室前廊下,,,
久津川小学校,くつかわしょうがっこう,城陽市平川指月１,135.7738051,34.86407634,,,管理棟１階職員室前廊下,,,
久世小学校,くせしょうがっこう,城陽市久世芝ケ原１４３,135.7802956,34.86100298,,,管理棟１階職員室前廊下,,,
青谷小学校,あおだにしょうがっこう,城陽市中向河原１,135.8036011,34.82990882,,,管理棟１階職員室前廊下,,,
城陽中学校,じょうようちゅうがっこう,城陽市寺田北山田３５,135.7835181,34.85717011,,,管理棟２階職員室前,,,
西城陽中学校,にしじょうようちゅうがっこう,城陽市寺田乾出北８２,135.7654003,34.85615298,,,北校舎２階職員室内,,,
南城陽中学校,みなみじょうようちゅうがっこう,城陽市観音堂巽畑１７−４,135.7992872,34.83435283,,,管理棟１階職員室前廊下,,,
東城陽中学校,ひがしじょうようちゅうがっこう,城陽市久世上大谷２４,135.794626,34.86395967,,,特別教室棟２階職員室前廊下,,,
北城陽中学校,きたじょうようちゅうがっこう,城陽市平川長筬３３,135.7640752,34.86842495,,,管理棟２階職員室前廊下,,,
市役所庁舎本館,むこうしやくしょほんかん,向日市寺戸町中野２０,135.6983062,34.94874114,,,１階ロビー,,,
市役所庁舎西別館,むこうしやくしょにしべっかん,向日市寺戸町中野１７,135.6974732,34.94833511,,,１階ロビー,,,
向日消防署,むこうしょうぼうしょ,向日市寺戸町西ノ段９−８,135.7003632,34.94720912,,,１階玄関内,,,
向日市民会館,むこうしみんかいかん,向日市寺戸町中ノ段１７−１,135.7009361,34.94665414,,,玄関ロビー,,,
向日市福祉会館,むこうふくしかいかん,向日市寺戸町西野辺１−７,135.7001051,34.94827115,,,１階事務室内,,,
物集女公民館,もずめこうみんかん,向日市物集町中条２６,135.6945214,34.96209308,,,玄関ロビー,,,
寺戸公民館,てらどこうみんかん,向日市寺戸町初田１８,135.7027491,34.95256417,,,玄関ロビー,,,
森本公民館,もりもとこうみんかん,向日市森本町前田６−７,135.7090672,34.94700112,,,玄関ロビー,,,
鶏冠井公民館,かいでこうみんかん,向日市鶏冠井町御屋敷２６,135.706546,34.94399296,,,玄関ロビー,,,
上植野公民館,かみうえのこうみんかん,向日市上植野町西小路１５,135.7038828,34.93621665,,,実習室前,,,
向日コミュニティセンター,むこうこみゅにてぃーせんたー,向日市向日町南山３−３,135.7000069,34.94410581,,,１階事務室前,,,
西向日コミュニティセンター,にしむこうこみゅにてぃーせんたー,向日市上植野町御塔道７−５,135.7016709,34.93974495,,,１階事務室前,,,
向日市図書館,むこうしとしょかん,向日市寺戸町南垣内４０−１,135.6994501,34.94938916,,,１階階段登り口,,,
向日市民体育館,むこうしみんたいいくかん,向日市森本町小柳２３−１,135.712834,34.94607012,,,１階ロビー,,,
向日市民温水プール,むこうしおんすいぷーる,向日市鶏冠井町上古８−１,135.7129318,34.94402904,,,１階ロビー事務室前,,,
向日市民温水プール,むこうしおんすいぷーる,向日市鶏冠井町上古８−１,135.7129318,34.94402904,,,１階ロビー事務室内,,,
向日市健康増進センター,むこうしけんこうぞうしんせんたー,向日市鶏冠井町上古８−１,135.7130896,34.9444468,,,１階フロント前,,,
向日市健康増進センター,むこうしけんこうぞうしんせんたー,向日市鶏冠井町上古８−１,135.7130896,34.9444468,,,２階トレーニングルーム内,,,
向日市保健センター,むこうしほけんせんたー,向日市寺戸町東野辺３１,135.7043142,34.94740514,,,１階事務室受付横,,,
老人福祉センター桜の径,ろうじんふくしせんたーさくらのみち,向日市上植野町南開６６−１,135.704425,34.94114293,,,１階事務室横,,,
老人福祉センター琴の橋,ろうじんふくしせんたーことのはし,向日市寺戸町三ノ坪２０,135.7016093,34.95916838,,,１階事務室横,,,
勝山中学校,かつやまちゅうがっこう,向日市鶏冠井町楓畑２４,135.7016254,34.94259369,,,１階職員室内,,,
西ノ岡中学校,にしのおかちゅうがっこう,向日市物集女町吉田１,135.6983236,34.96733357,,,玄関ホール内,,,
寺戸中学校,てらどちゅうがっこう,向日市寺戸町蔵ノ町１,135.7053663,34.95895831,,,２階職員室内,,,
向陽小学校,こうようしょうがっこう,向日市向日町南山３,135.6994869,34.94371698,,,１階保健室内,,,
第２向陽小学校,だいにこうようしょうがっこう,向日市物集町南条７０,135.6954866,34.95768901,,,正面玄関ホール内,,,
第３向陽小学校,だいさんこうようしょうがっこう,向日市森本町下森本３０,135.7064421,34.94930313,,,正面玄関ホール内,,,
第４向陽小学校,だいよんこうようしょうがっこう,向日市寺戸町三ノ坪２０,135.7016093,34.95916838,,,正面玄関ホール内,,,
第５向陽小学校,だいごこうようしょうがっこう,向日市上植野町五ノ坪１,135.7109188,34.93689402,,,１階保健室内,,,
第６向陽小学校,だいろくこうようしょうがっこう,向日市寺戸町大牧２４,135.6912624,34.95380236,,,１階保健室西側通路,,,
第１保育所,だいいちほいくしょ,向日市向日町北山２１,135.6990899,34.94449893,,,１階職員室内,,,
第２保育所,だいにほいくしょ,向日市物集町南条６３−２,135.6960801,34.95778587,,,１階職員室内,,,
レイモンド向日保育園,れいもんどむこうほいくえん,向日市森本町石田13-3,135.7113825,34.94641785,,,事務室内,,,
第５保育所,だいごほいくしょ,向日市寺戸町三ノ坪１４,135.7026484,34.95892735,,,１階職員室内,,,
第６保育所,だいろくほいくしょ,向日市上植野町地田５−３,135.7102047,34.93868104,,,１階職員室内,,,
長岡京市役所,ながおかきょうしやくしょ,長岡京市開田１−１−１,135.6957811,34.92678339,,,南棟１階玄関ロビー,,,
長岡京市役所　分庁舎３,ながおかきょうしやくしょぶんちょうしゃ3,長岡京市開田３−３−３６,135.6950431,34.92569535,,,１階玄関内,,,
乙訓消防組合消防本部東分署,おとくにしょうぼうくみあいしょうぼうほんぶひがしぶんしょ,長岡京市神足芝本９,135.7059308,34.92195868,,,１階玄関内,,,
長岡京消防署,ながおかきょうしょうぼうしょ,長岡京市天神４−２−１,135.6887541,34.92762633,,,１階玄関内,,,
中央公民館,ちゅうおうこうみんかん,長岡京市天神４−１−１,135.6883821,34.92704635,,,１階玄関ロビー,,,
市立保健センター,しりつほけんせんたー,長岡京市今里北ノ町３９−５,135.6950913,34.93527441,,,１階玄関ロビー,,,
西山公園体育館,にしやまこうえんたいいくかん,長岡京市長法寺谷山１,135.6774102,34.93213127,,,１階玄関エントランスホール,,,
長岡京市スポーツセンター,ながおかきょうしすぽーつせんたー,長岡京市神足下八ノ坪１,135.7114922,34.91956596,,,玄関受付前,,,
多世代交流ふれあいセンター,たせだいこうりゅうふれあいせんたー,長岡京市長法寺谷山１３−１,135.6772392,34.93079735,,,１階玄関エントランスホール,,,
長岡公園,ながおかこうえん,長岡京市天神２丁目１０１−１０,135.6856216,34.92208894,,,テニス管理事務所１階受付前,,,
神足小学校,こたりしょうがっこう,長岡京市神足３−２−１,135.6969721,34.92282138,,,南校舎１階保健室内,,,
長法寺小学校,ちょうほうじしょうがっこう,長岡京市長法寺川原谷３１,135.6828502,34.92911635,,,１階職員室横保健室内,,,
長岡第三小学校,ながおかだいさんしょうがっこう,長岡京市今里４−５−１０,135.6890166,34.93738668,,,南校舎１階保健室内,,,
長岡第四小学校,ながおかだいよんしょうがっこう,長岡京市友岡１−２−４,135.6917201,34.91816239,,,本館１階保健室内,,,
長岡第五小学校,ながおかだいごしょうがっこう,長岡京市下海印寺東山１,135.6816055,34.92121451,,,南校舎１階保健室内,,,
長岡第六小学校,ながおかだいろくしょうがっこう,長岡京市長岡２−３−１,135.6902711,34.92896836,,,北校舎１階保健室内,,,
長岡第七小学校,ながおかだいななしょうがっこう,長岡京市今里北ノ町３５,135.6945318,34.93580488,,,１階北側保健室内,,,
長岡第八小学校,ながおかだいはちしょうがっこう,長岡京市勝竜寺２９−１,135.6997606,34.91471362,,,北校舎１階保健室内,,,
長岡第九小学校,ながおかだいきゅうしょうがっこう,長岡京市東神足２−１７−１,135.7030939,34.92047272,,,南校舎１階保健室内,,,
長岡第十小学校,ながおかだいじゅうしょうがっこう,長岡京市井ノ内玉ノ上２２,135.6891573,34.94380475,,,南校舎１階保健室内,,,
長岡中学校,ながおかちゅうがっこう,長岡京市天神４−５−１,135.6871581,34.92788537,,,中校舎１階保健室内,,,
長岡第二中学校,ながおかだいにちゅうがっこう,長岡京市今里５−２０−１,135.6878428,34.93757749,,,南校舎１階保健室内,,,
長岡第三中学校,ながおかだいさんちゅうがっこう,長岡京市勝竜寺２８−１,135.6983808,34.91561655,,,中校舎１階保健室内,,,
長岡第四中学校,ながおかだいよんちゅうがっこう,長岡京市下海印寺西山田１−１,135.6782586,34.91729173,,,保健室内,,,
八幡市役所,やわたしやくしょ,八幡市園内７５,135.7076412,34.87554474,,,１階事務所西側通路,,,
八幡市第二分庁舎,やわたしだいにぶんちょうしゃ,八幡市八幡三本橋５９−９,135.7070753,34.87727567,,,１階玄関事務所,,,
八幡市民体育館,やわたしみんたいいくかん,八幡市野尻正畑１２,135.7437105,34.86276393,,,１階玄関,,,
市営南ヶ丘浴場,しえいみなみがおかよくじょう,八幡市八幡長田９７,135.7046071,34.86714563,,,待合室,,,
さつき市民プール,さつきしみんぷーる,八幡市男山笹谷１,135.6950416,34.87041731,,,管理事務所,,,
男山レクレーションセンター,おとこやまれくれしょんせんたー,八幡市八幡大谷８５−２１,135.6957644,34.87959663,,,事務所,,,
生涯学習センター,しょうがいがくしゅうせんたー,八幡市男山竹園２−３,135.6971056,34.85603046,,,１階玄関,,,
男山児童センター,おとこやまじどうせんたー,八幡市男山八望３−１,135.6985209,34.8628908,,,玄関,,,
